Order_ID,Order_Date,Customer_ID,Gender,Age,Age_Group,Product,Category,Quantity,Unit_Price,Discount,Sales,Profit
228,2024-06-14 21:01:15.675675676,CUST1049,Male,37,36-45,Smartwatch,Wearables,4,5453,15,18540.2,2799.0
229,2024-06-15 14:33:30.810810810,CUST1099,Male,49,46-55,Laptop,Electronics,4,65849,20,210716.8,27204.18
230,2024-06-16 08:05:45.945945946,CUST1057,Female,32,26-35,Smartphone,Electronics,4,60350,5,229330.0,56971.69
231,2024-06-17 01:38:01.081081080,CUST1098,Male,29,26-35,Monitor,Electronics,5,8529,20,34116.0,6707.98
232,2024-06-17 19:10:16.216216216,CUST1068,Female,25,18-25,Camera,Electronics,2,91061,5,173015.9,14913.17
233,2024-06-18 12:42:31.351351350,CUST1069,Female,58,56-60,Monitor,Electronics,4,9646,0,38584.0,7042.52
234,2024-06-19 06:14:46.486486486,CUST1064,Male,42,36-45,Laptop,Electronics,4,42113,10,151606.8,27493.49
235,2024-06-19 23:47:01.621621622,CUST1013,Female,29,26-35,Smartwatch,Wearables,4,14588,10,52516.8,11907.76
236,2024-06-20 17:19:16.756756756,CUST1007,Female,46,46-55,Camera,Electronics,4,44816,0,179264.0,25076.66
237,2024-06-21 10:51:31.891891892,CUST1036,Male,29,26-35,Speaker,Accessories,1,2075,15,1763.75,222.01
238,2024-06-22 04:23:47.027027026,CUST1078,Male,29,26-35,Mouse,Accessories,1,1955,15,1661.75,231.44
239,2024-06-22 21:56:02.162162162,CUST1028,Female,37,36-45,Monitor,Electronics,2,8968,20,14348.8,3405.27
240,2024-06-23 15:28:17.297297296,CUST1050,Female,52,46-55,Laptop,Electronics,5,68404,10,307818.0,34854.61
241,2024-06-24 09:00:32.432432432,CUST1097,Female,59,56-60,Power Bank,Accessories,5,3089,10,13900.5,708.76
242,2024-06-25 02:32:47.567567568,CUST1022,Male,46,46-55,Printer,Electronics,3,9249,15,23584.95,3689.84
243,2024-06-25 20:05:02.702702702,CUST1007,Female,33,26-35,Keyboard,Accessories,2,1391,5,2642.9,231.7
244,2024-06-26 13:37:17.837837838,CUST1029,Male,22,18-25,Monitor,Electronics,2,23552,5,44748.8,5587.31
245,2024-06-27 07:09:32.972972972,CUST1071,Male,35,26-35,Smartphone,Electronics,2,51487,0,102974.0,5774.52
246,2024-06-28 00:41:48.108108108,CUST1089,Male,21,18-25,Printer,Electronics,1,19598,20,15678.4,2875.33
247,2024-06-28 18:14:03.243243242,CUST1012,Female,19,18-25,Power Bank,Accessories,1,4032,0,4032.0,1002.63
248,2024-06-29 11:46:18.378378378,CUST1003,Male,30,26-35,Printer,Electronics,1,13114,15,11146.9,2007.58
249,2024-06-30 05:18:33.513513512,CUST1082,Female,36,36-45,Monitor,Electronics,2,15761,20,25217.6,5284.67
250,2024-06-30 22:50:48.648648648,CUST1070,Female,18,18-25,Speaker,Accessories,1,4272,0,4272.0,526.7
251,2024-07-01 16:23:03.783783784,CUST1034,Female,36,36-45,Mouse,Accessories,5,1796,0,8980.0,875.63
252,2024-07-02 09:55:18.918918918,CUST1008,Female,55,46-55,Power Bank,Accessories,3,3815,5,10872.75,2194.87
253,2024-07-03 03:27:34.054054054,CUST1025,Female,38,36-45,Headphones,Accessories,2,3501,15,5951.7,328.11
254,2024-07-03 20:59:49.189189188,CUST1099,Male,29,26-35,Printer,Electronics,2,26783,20,42852.8,4251.59
255,2024-07-04 14:32:04.324324324,CUST1079,Female,40,36-45,Speaker,Accessories,2,8070,20,12912.0,2769.35
256,2024-07-05 08:04:19.459459458,CUST1020,Male,32,26-35,Mouse,Accessories,4,1014,10,3650.4,226.52
257,2024-07-06 01:36:34.594594594,CUST1026,Female,36,36-45,Monitor,Electronics,5,25347,20,101388.0,10845.94
258,2024-07-06 19:08:49.729729730,CUST1003,Female,52,46-55,Power Bank,Accessories,2,2481,5,4713.9,492.72
259,2024-07-07 12:41:04.864864864,CUST1030,Female,42,36-45,Camera,Electronics,3,69139,5,197046.15,41371.06
260,2024-07-08 06:13:20.000000000,CUST1006,Male,59,56-60,Tablet,Electronics,2,34611,15,58838.7,8632.17
261,2024-07-08 23:45:35.135135134,CUST1021,Female,18,18-25,Monitor,Electronics,5,21673,10,97528.5,4926.83
262,2024-07-09 17:17:50.270270270,CUST1087,Female,38,36-45,Monitor,Electronics,4,27481,0,109924.0,19711.7
263,2024-07-10 10:50:05.405405404,CUST1018,Female,59,56-60,Camera,Electronics,1,59084,15,50221.4,5271.3
264,2024-07-11 04:22:20.540540540,CUST1096,Female,56,56-60,Keyboard,Accessories,1,645,10,580.5,101.46
265,2024-07-11 21:54:35.675675676,CUST1080,Male,22,18-25,Tablet,Electronics,1,27633,0,27633.0,2579.48
266,2024-07-12 15:26:50.810810810,CUST1077,Male,54,46-55,Monitor,Electronics,3,8987,10,24264.9,2338.88
267,2024-07-13 08:59:05.945945946,CUST1041,Female,42,36-45,Printer,Electronics,3,10358,20,24859.2,4603.13
268,2024-07-14 02:31:21.081081080,CUST1067,Male,56,56-60,Monitor,Electronics,1,19543,15,16611.55,3550.58
269,2024-07-14 20:03:36.216216216,CUST1096,Female,55,46-55,Camera,Electronics,5,79253,15,336825.25,22611.63
270,2024-07-15 13:35:51.351351350,CUST1012,Male,20,18-25,Keyboard,Accessories,1,2414,0,2414.0,418.66
271,2024-07-16 07:08:06.486486486,CUST1007,Female,19,18-25,Laptop,Electronics,5,42475,10,191137.5,34028.91
272,2024-07-17 00:40:21.621621620,CUST1085,Female,25,18-25,Monitor,Electronics,3,15979,20,38349.6,5421.55
273,2024-07-17 18:12:36.756756756,CUST1086,Male,19,18-25,Monitor,Electronics,4,27201,0,108804.0,27102.65
274,2024-07-18 11:44:51.891891892,CUST1092,Female,25,18-25,Keyboard,Accessories,4,1965,15,6681.0,1619.03
275,2024-07-19 05:17:07.027027026,CUST1007,Female,33,26-35,Printer,Electronics,1,9083,0,9083.0,1000.68
276,2024-07-19 22:49:22.162162162,CUST1004,Female,20,18-25,Keyboard,Accessories,5,3850,15,16362.5,4006.08
277,2024-07-20 16:21:37.297297296,CUST1083,Female,57,56-60,Keyboard,Accessories,4,2868,0,11472.0,2114.42
278,2024-07-21 09:53:52.432432432,CUST1097,Female,39,36-45,Monitor,Electronics,1,25396,15,21586.6,4455.6
279,2024-07-22 03:26:07.567567566,CUST1001,Male,50,46-55,Keyboard,Accessories,2,3296,5,6262.4,790.2
280,2024-07-22 20:58:22.702702702,CUST1054,Male,26,26-35,Speaker,Accessories,3,6799,5,19377.15,3296.42
281,2024-07-23 14:30:37.837837838,CUST1011,Female,52,46-55,Monitor,Electronics,3,18382,15,46874.1,10325.66
282,2024-07-24 08:02:52.972972972,CUST1029,Female,59,56-60,Laptop,Electronics,2,61932,10,111477.6,20607.83
283,2024-07-25 01:35:08.108108108,CUST1034,Female,20,18-25,Monitor,Electronics,4,15693,0,62772.0,7187.75
284,2024-07-25 19:07:23.243243242,CUST1009,Female,44,36-45,Smartphone,Electronics,3,22373,15,57051.15,9391.09
285,2024-07-26 12:39:38.378378378,CUST1053,Male,19,18-25,Printer,Electronics,5,26643,0,133215.0,22813.15
286,2024-07-27 06:11:53.513513512,CUST1097,Male,20,18-25,Keyboard,Accessories,1,3449,0,3449.0,632.07
287,2024-07-27 23:44:08.648648648,CUST1011,Female,38,36-45,Smartwatch,Wearables,4,18920,15,64328.0,4245.2
288,2024-07-28 17:16:23.783783784,CUST1031,Male,30,26-35,Power Bank,Accessories,4,3836,15,13042.4,2873.11
289,2024-07-29 10:48:38.918918920,CUST1033,Female,19,18-25,Speaker,Accessories,3,7930,10,21411.0,3487.6
290,2024-07-30 04:20:54.054054052,CUST1078,Female,42,36-45,Camera,Electronics,3,74841,20,179618.4,31235.56
291,2024-07-30 21:53:09.189189188,CUST1006,Male,40,36-45,Printer,Electronics,1,11448,15,9730.8,1076.76
292,2024-07-31 15:25:24.324324324,CUST1051,Female,50,46-55,Power Bank,Accessories,4,2438,0,9752.0,941.35
293,2024-08-01 08:57:39.459459460,CUST1061,Female,53,46-55,Keyboard,Accessories,2,3634,20,5814.4,1321.73
294,2024-08-02 02:29:54.594594592,CUST1004,Male,24,18-25,Headphones,Accessories,4,4029,20,12892.8,1642.75
295,2024-08-02 20:02:09.729729728,CUST1057,Female,19,18-25,Tablet,Electronics,3,16548,20,39715.2,8024.77
296,2024-08-03 13:34:24.864864864,CUST1084,Male,56,56-60,Smartwatch,Wearables,1,24740,5,23503.0,2308.94
297,2024-08-04 07:06:40.000000000,CUST1059,Male,35,26-35,Mouse,Accessories,5,971,15,4126.75,512.88
298,2024-08-05 00:38:55.135135136,CUST1081,Female,38,36-45,Speaker,Accessories,5,9461,15,40209.25,8963.93
299,2024-08-05 18:11:10.270270268,CUST1012,Male,52,46-55,Smartwatch,Wearables,5,21877,5,103915.75,21510.9
300,2024-08-06 11:43:25.405405404,CUST1001,Female,58,56-60,Laptop,Electronics,1,43191,0,43191.0,10303.91
301,2024-08-07 05:15:40.540540540,CUST1020,Male,46,46-55,Power Bank,Accessories,2,1041,5,1977.9,199.0
302,2024-08-07 22:47:55.675675676,CUST1048,Male,28,26-35,Power Bank,Accessories,2,1575,10,2835.0,396.97
303,2024-08-08 16:20:10.810810812,CUST1064,Female,40,36-45,Laptop,Electronics,5,71186,20,284744.0,56233.17
304,2024-08-09 09:52:25.945945944,CUST1050,Female,54,46-55,Tablet,Electronics,5,38758,10,174411.0,31709.16
305,2024-08-10 03:24:41.081081080,CUST1057,Female,52,46-55,Smartwatch,Wearables,1,20052,15,17044.2,3366.26
306,2024-08-10 20:56:56.216216216,CUST1057,Female,28,26-35,Keyboard,Accessories,3,1914,10,5167.8,449.8
307,2024-08-11 14:29:11.351351352,CUST1007,Female,22,18-25,Mouse,Accessories,2,1873,15,3184.1,731.64
308,2024-08-12 08:01:26.486486484,CUST1077,Male,42,36-45,Smartwatch,Wearables,2,13824,15,23500.8,4065.7
309,2024-08-13 01:33:41.621621620,CUST1035,Male,58,56-60,Printer,Electronics,2,26669,5,50671.1,5798.96
310,2024-08-13 19:05:56.756756756,CUST1094,Female,44,36-45,Power Bank,Accessories,2,3221,20,5153.6,857.99
311,2024-08-14 12:38:11.891891892,CUST1024,Male,51,46-55,Power Bank,Accessories,2,3120,5,5928.0,562.7
312,2024-08-15 06:10:27.027027028,CUST1029,Female,31,26-35,Smartwatch,Wearables,2,9128,5,17343.2,4138.35
313,2024-08-15 23:42:42.162162160,CUST1098,Female,38,36-45,Keyboard,Accessories,3,1185,0,3555.0,636.92
314,2024-08-16 17:14:57.297297296,CUST1020,Female,49,46-55,Camera,Electronics,1,62643,0,62643.0,9947.92
315,2024-08-17 10:47:12.432432432,CUST1021,Female,25,18-25,Mouse,Accessories,4,2059,10,7412.4,845.1
316,2024-08-18 04:19:27.567567568,CUST1078,Female,42,36-45,Speaker,Accessories,4,5037,5,19140.6,1461.3
317,2024-08-18 21:51:42.702702700,CUST1042,Female,44,36-45,Keyboard,Accessories,3,1930,15,4921.5,967.37
318,2024-08-19 15:23:57.837837836,CUST1029,Female,50,46-55,Mouse,Accessories,3,1002,10,2705.4,217.28
319,2024-08-20 08:56:12.972972972,CUST1071,Female,42,36-45,Tablet,Electronics,5,39806,5,189078.5,30556.69
320,2024-08-21 02:28:28.108108108,CUST1097,Male,22,18-25,Laptop,Electronics,1,78787,10,70908.3,9239.27
321,2024-08-21 20:00:43.243243244,CUST1040,Female,42,36-45,Speaker,Accessories,5,5467,10,24601.5,2155.21
322,2024-08-22 13:32:58.378378376,CUST1080,Female,53,46-55,Printer,Electronics,2,25033,5,47562.7,2714.04
323,2024-08-23 07:05:13.513513512,CUST1094,Male,51,46-55,Printer,Electronics,1,21379,10,19241.1,3872.33
324,2024-08-24 00:37:28.648648648,CUST1003,Female,23,18-25,Tablet,Electronics,3,27081,15,69056.55,8775.37
325,2024-08-24 18:09:43.783783784,CUST1053,Female,27,26-35,Keyboard,Accessories,3,3725,20,8940.0,1632.52
326,2024-08-25 11:41:58.918918920,CUST1019,Male,56,56-60,Smartwatch,Wearables,2,7891,15,13414.7,2801.52
327,2024-08-26 05:14:14.054054052,CUST1079,Female,24,18-25,Laptop,Electronics,5,69197,10,311386.5,19608.23
328,2024-08-26 22:46:29.189189188,CUST1059,Female,21,18-25,Camera,Electronics,2,41029,5,77955.1,13285.82
329,2024-08-27 16:18:44.324324324,CUST1057,Male,36,36-45,Power Bank,Accessories,3,1463,20,3511.2,699.38
330,2024-08-28 09:50:59.459459460,CUST1054,Female,48,46-55,Monitor,Electronics,3,24044,15,61312.2,4566.25
331,2024-08-29 03:23:14.594594592,CUST1074,Male,35,26-35,Laptop,Electronics,4,59194,15,201259.6,39674.83
332,2024-08-29 20:55:29.729729728,CUST1046,Male,50,46-55,Printer,Electronics,4,23043,10,82954.8,15527.67
333,2024-08-30 14:27:44.864864864,CUST1060,Male,28,26-35,Power Bank,Accessories,1,4271,20,3416.8,296.9
334,2024-08-31 08:00:00.000000000,CUST1050,Male,20,18-25,Camera,Electronics,3,31397,20,75352.8,14281.93
335,2024-09-01 01:32:15.135135136,CUST1063,Female,36,36-45,Mouse,Accessories,3,1221,10,3296.7,413.35
336,2024-09-01 19:04:30.270270268,CUST1089,Male,37,36-45,Mouse,Accessories,5,1003,20,4012.0,767.11
337,2024-09-02 12:36:45.405405404,CUST1099,Male,56,56-60,Keyboard,Accessories,2,3478,0,6956.0,1433.23
338,2024-09-03 06:09:00.540540540,CUST1083,Female,58,56-60,Monitor,Electronics,4,15531,15,52805.4,6852.41
339,2024-09-03 23:41:15.675675676,CUST1085,Female,42,36-45,Smartwatch,Wearables,5,17261,15,73359.25,4322.25
340,2024-09-04 17:13:30.810810812,CUST1053,Male,24,18-25,Power Bank,Accessories,4,1069,5,4062.2,424.05
341,2024-09-05 10:45:45.945945944,CUST1083,Male,42,36-45,Camera,Electronics,4,66800,20,213760.0,47159.29
342,2024-09-06 04:18:01.081081080,CUST1006,Male,60,56-60,Smartphone,Electronics,5,62299,5,295920.25,39126.32
343,2024-09-06 21:50:16.216216216,CUST1013,Female,32,26-35,Monitor,Electronics,3,9171,20,22010.4,1330.56
344,2024-09-07 15:22:31.351351352,CUST1048,Female,54,46-55,Printer,Electronics,5,26054,5,123756.5,10920.04
345,2024-09-08 08:54:46.486486484,CUST1067,Male,42,36-45,Headphones,Accessories,4,7588,0,30352.0,1651.36
346,2024-09-09 02:27:01.621621620,CUST1027,Female,24,18-25,Camera,Electronics,1,87032,20,69625.6,6647.98
347,2024-09-09 19:59:16.756756756,CUST1084,Male,60,56-60,Camera,Electronics,1,92169,5,87560.55,12866.08
348,2024-09-10 13:31:31.891891892,CUST1085,Female,19,18-25,Mouse,Accessories,1,397,10,357.3,64.38
349,2024-09-11 07:03:47.027027028,CUST1063,Male,41,36-45,Power Bank,Accessories,4,1410,10,5076.0,1052.03
350,2024-09-12 00:36:02.162162160,CUST1084,Female,38,36-45,Tablet,Electronics,2,19283,15,32781.1,5044.26
351,2024-09-12 18:08:17.297297296,CUST1062,Female,45,36-45,Monitor,Electronics,3,14823,5,42245.55,8455.27
352,2024-09-13 11:40:32.432432432,CUST1098,Female,42,36-45,Smartphone,Electronics,3,57951,15,147775.05,23310.09
353,2024-09-14 05:12:47.567567568,CUST1068,Female,56,56-60,Monitor,Electronics,1,26810,5,25469.5,1749.29
354,2024-09-14 22:45:02.702702700,CUST1035,Female,28,26-35,Headphones,Accessories,4,4657,15,15833.8,3302.47
355,2024-09-15 16:17:17.837837836,CUST1083,Female,38,36-45,Mouse,Accessories,1,858,5,815.1,66.5
356,2024-09-16 09:49:32.972972972,CUST1039,Female,29,26-35,Monitor,Electronics,3,19116,10,51613.2,11841.99
357,2024-09-17 03:21:48.108108108,CUST1047,Female,50,46-55,Monitor,Electronics,1,29494,20,23595.2,4637.09
358,2024-09-17 20:54:03.243243244,CUST1045,Female,54,46-55,Speaker,Accessories,3,4091,0,12273.0,2586.18
359,2024-09-18 14:26:18.378378376,CUST1094,Male,33,26-35,Tablet,Electronics,5,11283,15,47952.75,10855.81
360,2024-09-19 07:58:33.513513512,CUST1019,Male,44,36-45,Speaker,Accessories,1,7774,0,7774.0,434.36
361,2024-09-20 01:30:48.648648648,CUST1008,Female,43,36-45,Smartphone,Electronics,5,47994,20,191976.0,22531.86
362,2024-09-20 19:03:03.783783784,CUST1072,Female,55,46-55,Keyboard,Accessories,3,3948,10,10659.6,2454.47
363,2024-09-21 12:35:18.918918920,CUST1020,Female,41,36-45,Mouse,Accessories,3,887,15,2261.85,350.78
364,2024-09-22 06:07:34.054054052,CUST1040,Female,43,36-45,Power Bank,Accessories,1,1780,10,1602.0,125.59
365,2024-09-22 23:39:49.189189188,CUST1010,Female,35,26-35,Headphones,Accessories,3,3326,0,9978.0,2178.09
366,2024-09-23 17:12:04.324324324,CUST1027,Male,52,46-55,Speaker,Accessories,4,7549,5,28686.2,3241.08
367,2024-09-24 10:44:19.459459460,CUST1086,Male,23,18-25,Tablet,Electronics,4,38795,0,155180.0,33737.41
368,2024-09-25 04:16:34.594594592,CUST1052,Female,21,18-25,Headphones,Accessories,1,6934,20,5547.2,314.18
369,2024-09-25 21:48:49.729729728,CUST1076,Female,31,26-35,Keyboard,Accessories,4,3972,0,15888.0,3299.77
370,2024-09-26 15:21:04.864864864,CUST1045,Female,50,46-55,Smartphone,Electronics,3,37746,10,101914.2,7357.99
371,2024-09-27 08:53:20.000000000,CUST1077,Female,31,26-35,Monitor,Electronics,5,17031,10,76639.5,10158.74
372,2024-09-28 02:25:35.135135136,CUST1021,Male,37,36-45,Speaker,Accessories,1,1923,5,1826.85,444.38
373,2024-09-28 19:57:50.270270268,CUST1027,Female,36,36-45,Printer,Electronics,3,25330,5,72190.5,13706.31
374,2024-09-29 13:30:05.405405404,CUST1018,Female,24,18-25,Keyboard,Accessories,1,3310,15,2813.5,607.38
375,2024-09-30 07:02:20.540540540,CUST1029,Female,31,26-35,Keyboard,Accessories,5,2352,15,9996.0,692.79
376,2024-10-01 00:34:35.675675676,CUST1058,Female,50,46-55,Printer,Electronics,4,20424,10,73526.4,4768.05
377,2024-10-01 18:06:50.810810808,CUST1085,Male,21,18-25,Printer,Electronics,4,23371,5,88809.8,16302.01
378,2024-10-02 11:39:05.945945944,CUST1063,Male,33,26-35,Printer,Electronics,1,24863,15,21133.55,3520.03
379,2024-10-03 05:11:21.081081080,CUST1043,Male,38,36-45,Smartphone,Electronics,5,65500,15,278375.0,26179.79
380,2024-10-03 22:43:36.216216216,CUST1087,Male,26,26-35,Laptop,Electronics,1,86403,10,77762.7,16785.65
381,2024-10-04 16:15:51.351351352,CUST1014,Male,25,18-25,Laptop,Electronics,4,46581,15,158375.4,22629.73
382,2024-10-05 09:48:06.486486484,CUST1019,Female,36,36-45,Printer,Electronics,4,29132,20,93222.4,16431.52
383,2024-10-06 03:20:21.621621620,CUST1021,Male,46,46-55,Printer,Electronics,4,24230,15,82382.0,5836.35
384,2024-10-06 20:52:36.756756756,CUST1000,Female,20,18-25,Power Bank,Accessories,4,993,5,3773.4,545.56
385,2024-10-07 14:24:51.891891892,CUST1026,Female,40,36-45,Smartwatch,Wearables,1,8716,15,7408.6,1265.5
386,2024-10-08 07:57:07.027027028,CUST1098,Female,36,36-45,Smartwatch,Wearables,2,14728,20,23564.8,3407.34
387,2024-10-09 01:29:22.162162160,CUST1048,Male,31,26-35,Smartwatch,Wearables,5,7808,20,31232.0,4915.96
388,2024-10-09 19:01:37.297297296,CUST1084,Male,25,18-25,Laptop,Electronics,4,77755,0,311020.0,36629.49
389,2024-10-10 12:33:52.432432432,CUST1016,Male,59,56-60,Mouse,Accessories,1,2100,20,1680.0,179.61
390,2024-10-11 06:06:07.567567568,CUST1063,Male,38,36-45,Smartwatch,Wearables,3,18294,0,54882.0,3069.75
391,2024-10-11 23:38:22.702702700,CUST1018,Male,36,36-45,Speaker,Accessories,5,11866,20,47464.0,6118.83
392,2024-10-12 17:10:37.837837836,CUST1032,Female,25,18-25,Power Bank,Accessories,5,1932,15,8211.0,1518.39
393,2024-10-13 10:42:52.972972972,CUST1086,Female,56,56-60,Camera,Electronics,2,62383,0,124766.0,22118.55
394,2024-10-14 04:15:08.108108108,CUST1035,Female,37,36-45,Tablet,Electronics,2,14033,15,23856.1,3024.18
395,2024-10-14 21:47:23.243243244,CUST1075,Male,54,46-55,Smartphone,Electronics,4,48703,15,165590.2,38096.39
396,2024-10-15 15:19:38.378378376,CUST1050,Male,32,26-35,Camera,Electronics,2,61636,0,123272.0,22101.44
397,2024-10-16 08:51:53.513513512,CUST1027,Female,30,26-35,Speaker,Accessories,2,6158,0,12316.0,2124.69
398,2024-10-17 02:24:08.648648648,CUST1002,Female,37,36-45,Headphones,Accessories,3,5724,5,16313.4,2544.86
399,2024-10-17 19:56:23.783783784,CUST1044,Male,19,18-25,Smartwatch,Wearables,1,20850,10,18765.0,2762.21
400,2024-10-18 13:28:38.918918916,CUST1037,Male,54,46-55,Camera,Electronics,1,99878,0,99878.0,19559.58
401,2024-10-19 07:00:54.054054052,CUST1052,Female,38,36-45,Power Bank,Accessories,3,3458,20,8299.2,872.05
402,2024-10-20 00:33:09.189189188,CUST1043,Female,47,46-55,Monitor,Electronics,4,18081,10,65091.6,9114.43
403,2024-10-20 18:05:24.324324324,CUST1099,Female,40,36-45,Printer,Electronics,3,21007,5,59869.95,7424.5
404,2024-10-21 11:37:39.459459460,CUST1064,Female,50,46-55,Power Bank,Accessories,2,3780,15,6426.0,378.85
405,2024-10-22 05:09:54.594594592,CUST1042,Male,37,36-45,Laptop,Electronics,5,80379,5,381800.25,67723.91
406,2024-10-22 22:42:09.729729728,CUST1047,Male,28,26-35,Speaker,Accessories,1,3329,20,2663.2,416.04
407,2024-10-23 16:14:24.864864864,CUST1049,Female,29,26-35,Keyboard,Accessories,1,1554,15,1320.9,110.26
408,2024-10-24 09:46:40.000000000,CUST1026,Female,47,46-55,Mouse,Accessories,3,2422,20,5812.8,737.3
409,2024-10-25 03:18:55.135135136,CUST1014,Female,60,56-60,Monitor,Electronics,3,19826,5,56504.1,6364.69
410,2024-10-25 20:51:10.270270268,CUST1034,Female,47,46-55,Mouse,Accessories,5,2469,20,9876.0,1225.41
411,2024-10-26 14:23:25.405405404,CUST1076,Female,23,18-25,Tablet,Electronics,2,16139,0,32278.0,7966.3
412,2024-10-27 07:55:40.540540540,CUST1033,Male,34,26-35,Speaker,Accessories,4,4736,0,18944.0,3045.1
413,2024-10-28 01:27:55.675675676,CUST1050,Male,40,36-45,Monitor,Electronics,3,21865,5,62315.25,6347.87
414,2024-10-28 19:00:10.810810808,CUST1000,Female,38,36-45,Camera,Electronics,4,99027,10,356497.2,57589.19
415,2024-10-29 12:32:25.945945944,CUST1050,Male,41,36-45,Power Bank,Accessories,3,1934,5,5511.9,814.55
416,2024-10-30 06:04:41.081081080,CUST1018,Female,52,46-55,Laptop,Electronics,2,74919,0,149838.0,31241.86
417,2024-10-30 23:36:56.216216216,CUST1018,Male,56,56-60,Mouse,Accessories,4,956,20,3059.2,485.2
418,2024-10-31 17:09:11.351351352,CUST1010,Male,51,46-55,Speaker,Accessories,5,5130,15,21802.5,1255.74
419,2024-11-01 10:41:26.486486484,CUST1011,Male,45,36-45,Tablet,Electronics,1,11207,15,9525.95,1365.61
420,2024-11-02 04:13:41.621621620,CUST1095,Male,34,26-35,Monitor,Electronics,3,12761,15,32540.55,4773.1
421,2024-11-02 21:45:56.756756756,CUST1080,Female,53,46-55,Monitor,Electronics,3,21527,10,58122.9,8849.51
422,2024-11-03 15:18:11.891891892,CUST1003,Male,31,26-35,Headphones,Accessories,2,5699,10,10258.2,1748.24
423,2024-11-04 08:50:27.027027028,CUST1080,Female,52,46-55,Tablet,Electronics,1,44631,15,37936.35,1920.85
424,2024-11-05 02:22:42.162162160,CUST1012,Female,50,46-55,Laptop,Electronics,3,80510,10,217377.0,30359.7
425,2024-11-05 19:54:57.297297296,CUST1009,Female,33,26-35,Tablet,Electronics,5,15845,10,71302.5,16000.97
426,2024-11-06 13:27:12.432432432,CUST1056,Female,38,36-45,Camera,Electronics,4,36944,10,132998.4,12254.6
427,2024-11-07 06:59:27.567567568,CUST1024,Female,36,36-45,Headphones,Accessories,2,5208,10,9374.4,1852.14
428,2024-11-08 00:31:42.702702700,CUST1072,Male,18,18-25,Mouse,Accessories,5,440,20,1760.0,377.32
429,2024-11-08 18:03:57.837837836,CUST1077,Male,53,46-55,Laptop,Electronics,2,55038,0,110076.0,21424.08
430,2024-11-09 11:36:12.972972972,CUST1076,Male,47,46-55,Keyboard,Accessories,3,3926,10,10600.2,1870.07
431,2024-11-10 05:08:28.108108108,CUST1015,Male,36,36-45,Smartphone,Electronics,2,30271,0,60542.0,9088.86
432,2024-11-10 22:40:43.243243244,CUST1066,Female,19,18-25,Monitor,Electronics,2,21324,15,36250.8,8072.33
433,2024-11-11 16:12:58.378378376,CUST1038,Female,40,36-45,Smartwatch,Wearables,3,5701,20,13682.4,2280.19
434,2024-11-12 09:45:13.513513512,CUST1018,Male,34,26-35,Laptop,Electronics,5,75596,20,302384.0,28099.22
435,2024-11-13 03:17:28.648648648,CUST1071,Female,42,36-45,Printer,Electronics,1,22566,5,21437.7,3583.8
436,2024-11-13 20:49:43.783783784,CUST1052,Female,37,36-45,Monitor,Electronics,2,23373,5,44408.7,8561.58
437,2024-11-14 14:21:58.918918916,CUST1081,Female,32,26-35,Smartwatch,Wearables,4,3228,10,11620.8,2383.07
438,2024-11-15 07:54:14.054054052,CUST1017,Female,48,46-55,Power Bank,Accessories,2,2064,5,3921.6,810.22
439,2024-11-16 01:26:29.189189188,CUST1043,Male,55,46-55,Monitor,Electronics,2,22087,0,44174.0,5215.81
440,2024-11-16 18:58:44.324324324,CUST1008,Female,46,46-55,Printer,Electronics,3,10728,0,32184.0,2445.53
441,2024-11-17 12:30:59.459459460,CUST1069,Female,51,46-55,Speaker,Accessories,4,10510,20,33632.0,4522.73
442,2024-11-18 06:03:14.594594592,CUST1028,Male,29,26-35,Smartwatch,Wearables,5,12640,5,60040.0,3509.84
443,2024-11-18 23:35:29.729729728,CUST1012,Male,44,36-45,Laptop,Electronics,2,46318,20,74108.8,14274.04
444,2024-11-19 17:07:44.864864864,CUST1024,Female,50,46-55,Mouse,Accessories,4,822,0,3288.0,609.01
445,2024-11-20 10:40:00.000000000,CUST1016,Female,38,36-45,Printer,Electronics,3,11842,15,30197.1,7546.05
446,2024-11-21 04:12:15.135135136,CUST1098,Female,56,56-60,Mouse,Accessories,1,1678,5,1594.1,281.97
447,2024-11-21 21:44:30.270270268,CUST1030,Female,58,56-60,Power Bank,Accessories,1,3057,20,2445.6,524.42
448,2024-11-22 15:16:45.405405404,CUST1085,Male,33,26-35,Smartphone,Electronics,1,67389,10,60650.1,11893.44
449,2024-11-23 08:49:00.540540540,CUST1007,Male,53,46-55,Laptop,Electronics,5,58156,5,276241.0,35620.41
450,2024-11-24 02:21:15.675675676,CUST1053,Female,53,46-55,Tablet,Electronics,3,29604,15,75490.2,14542.54
451,2024-11-24 19:53:30.810810808,CUST1048,Male,53,46-55,Laptop,Electronics,4,73002,10,262807.2,48191.83
452,2024-11-25 13:25:45.945945944,CUST1036,Male,27,26-35,Monitor,Electronics,4,10100,5,38380.0,2031.79
453,2024-11-26 06:58:01.081081080,CUST1002,Female,41,36-45,Monitor,Electronics,1,15011,5,14260.45,802.64
454,2024-11-27 00:30:16.216216216,CUST1059,Female,34,26-35,Monitor,Electronics,4,20828,10,74980.8,16910.38
455,2024-11-27 18:02:31.351351352,CUST1057,Male,55,46-55,Camera,Electronics,4,44611,0,178444.0,27526.63
